Unexplained	Phylogeny	TF	rank
0	100	ENSMUSG00000034998_LINE2823_Foxn2_I_N3	431
0	100	ENSMUSG00000034998_LINE2828_Foxn2_I_N3	432
0	100	ENSMUSG00000034998_LINE2812_Foxn2_I_N1	433
0	100	ENSMUSG00000034998_LINE2829_Foxn2_I_N1	434
0	100	ENSMUSG00000034998_LINE2834_Foxn2_I_N1	435
0	100	ENSMUSG00000034998_LINE2835_Foxn2_I_N1	436
0	100	ENSMUSG00000040891_LINE3497_Foxa3_I_N10	437
0	100	ENSMUSG00000040891_LINE3467_Foxa3_I_N8	438
0	100	ENSMUSG00000040891_LINE3434_Foxa3_I_N2	439
0	100	ENSMUSG00000040891_LINE3483_Foxa3_I_N5	440
0	100	ENSMUSG00000040891_LINE3403_Foxa3_I_N2	441
0	100	ENSMUSG00000040891_LINE3477_Foxa3_I_N3	442
0	100	ENSMUSG00000040891_LINE3482_Foxa3_I_N3	443
0	100	ENSMUSG00000040891_LINE3473_Foxa3_I_N2	444
0	100	ENSMUSG00000040891_LINE3400_Foxa3_I_N1	445
0	100	ENSMUSG00000040891_LINE3401_Foxa3_I_N1	446
0	100	ENSMUSG00000040891_LINE3410_Foxa3_I_N1	447
0	100	ENSMUSG00000040891_LINE3426_Foxa3_I_N1	448
0	100	ENSMUSG00000040891_LINE3501_Foxa3_I_N1	449
0	100	ENSMUSG00000040891_LINE3507_Foxa3_I_N1	450
0	100	ENSMUSG00000040891_LINE3508_Foxa3_I_N1	451
0	100	ENSMUSG00000050397_LINE4124_Foxl2_I_N1	452
0	100	ENSMUSG00000050397_LINE4177_Foxl2_I_N5	453
0	100	ENSMUSG00000050397_LINE4150_Foxl2_I_N3	454
0	100	ENSMUSG00000050397_LINE4091_Foxl2_I_N2	455
0	100	ENSMUSG00000050397_LINE4171_Foxl2_I_N3	456
0	100	ENSMUSG00000050397_LINE4176_Foxl2_I_N3	457
0	100	ENSMUSG00000050397_LINE4167_Foxl2_I_N2	458
0	100	ENSMUSG00000050397_LINE4088_Foxl2_I_N1	459
0	100	ENSMUSG00000050397_LINE4089_Foxl2_I_N1	460
0	100	ENSMUSG00000050397_LINE4101_Foxl2_I_N1	461
0	100	ENSMUSG00000050397_LINE4117_Foxl2_I_N1	462
0	100	ENSMUSG00000050397_LINE4195_Foxl2_I_N1	463
0	100	ENSMUSG00000050397_LINE4201_Foxl2_I_N1	464
0	100	ENSMUSG00000050397_LINE4202_Foxl2_I_N1	465
0	100	ENSMUSG00000051490_LINE4339_Foxd4_I_N8	466
0	100	ENSMUSG00000051490_LINE4309_Foxd4_I_N8	467
0	100	ENSMUSG00000051490_LINE4272_Foxd4_I_N2	468
0	100	ENSMUSG00000051490_LINE4325_Foxd4_I_N5	469
0	100	ENSMUSG00000051490_LINE4235_Foxd4_I_N2	470
0	100	ENSMUSG00000051490_LINE4319_Foxd4_I_N3	471
0	100	ENSMUSG00000051490_LINE4324_Foxd4_I_N3	472
0	100	ENSMUSG00000051490_LINE4315_Foxd4_I_N2	473
0	100	ENSMUSG00000051490_LINE4232_Foxd4_I_N1	474
0	100	ENSMUSG00000051490_LINE4233_Foxd4_I_N1	475
0	100	ENSMUSG00000051490_LINE4248_Foxd4_I_N1	476
0	100	ENSMUSG00000051490_LINE4264_Foxd4_I_N1	477
0	100	ENSMUSG00000051490_LINE4343_Foxd4_I_N1	478
0	100	ENSMUSG00000051490_LINE4349_Foxd4_I_N1	479
0	100	ENSMUSG00000051490_LINE4350_Foxd4_I_N1	480
0	100	ENSMUSG00000090020_LINE5205_ENSMUSG00000090020_I_N3	481
0	100	ENSMUSG00000090020_LINE5210_ENSMUSG00000090020_I_N3	482
0	100	ENSMUSG00000090020_LINE5193_ENSMUSG00000090020_I_N1	483
0	100	ENSMUSG00000090020_LINE5211_ENSMUSG00000090020_I_N1	484
0	100	ENSMUSG00000090020_LINE5216_ENSMUSG00000090020_I_N1	485
0	100	ENSMUSG00000090020_LINE5217_ENSMUSG00000090020_I_N1	486
0	100	ENSMUSG00000009741_LINE5318_Ubp1_I_N2	487
0	100	ENSMUSG00000040841_LINE5790_Six5_I_N4	488
0	100	ENSMUSG00000040841_LINE5782_Six5_I_N1	489
0	100	ENSMUSG00000040841_LINE5787_Six5_I_N1	490
0	100	ENSMUSG00000041730_LINE5807_Prrxl1_I_N1	491
0	100	ENSMUSG00000041730_LINE5832_Prrxl1_I_N1	492
0	100	ENSMUSG00000041730_LINE5835_Prrxl1_I_N1	493
0	100	ENSMUSG00000041730_LINE5895_Prrxl1_I_N1	494
0	100	ENSMUSG00000031688_LINE6328_Pou4f2_I_N4	495
0	100	ENSMUSG00000031688_LINE6329_Pou4f2_I_N1	496
0	100	ENSMUSG00000048349_LINE6338_Pou4f1_I_N4	497
0	100	ENSMUSG00000048349_LINE6339_Pou4f1_I_N1	498
0	100	ENSMUSG00000032481_LINE6526_Smarcc1_I_N2	499
0	100	ENSMUSG00000020889_LINE6649_Nr1d1_I_N1	500
0	100	ENSMUSG00000020889_LINE6650_Nr1d1_I_N1	501
0	100	ENSMUSG00000021775_LINE6674_Nr1d2_I_N1	502
0	100	ENSMUSG00000021775_LINE6675_Nr1d2_I_N1	503
0	100	ENSMUSG00000021779_LINE6684_Thrb_I_N1	504
0	100	ENSMUSG00000021779_LINE6685_Thrb_I_N1	505
0	100	ENSMUSG00000023034_LINE6706_Nr4a1_I_N1	506
0	100	ENSMUSG00000031870_LINE6833_Pgr_I_N2	507
0	100	ENSMUSG00000031870_LINE6815_Pgr_I_N1	508
0	100	ENSMUSG00000031870_LINE6834_Pgr_I_N1	509
0	100	ENSMUSG00000031870_LINE6835_Pgr_I_N1	510
0	100	ENSMUSG00000058756_LINE6870_Thra_I_N1	511
0	100	ENSMUSG00000058756_LINE6871_Thra_I_N1	512
0	100	ENSMUSG00000022510_LINE6881_Trp63_I_N2	513
0	100	ENSMUSG00000022510_LINE6882_Trp63_I_N1	514
0	100	ENSMUSG00000022510_LINE6883_Trp63_I_N1	515
0	100	ENSMUSG00000026976_LINE6949_Pax8_I_N1	516
0	100	ENSMUSG00000026976_LINE6950_Pax8_I_N1	517
0	100	ENSMUSG00000026976_LINE6954_Pax8_I_N1	518
0	100	ENSMUSG00000026976_LINE6969_Pax8_I_N1	519
0	100	ENSMUSG00000026976_LINE6970_Pax8_I_N1	520
0	100	ENSMUSG00000026976_LINE6976_Pax8_I_N1	521
0	100	ENSMUSG00000037034_LINE6979_Pax1_I_N1	522
0	100	ENSMUSG00000037034_LINE6982_Pax1_I_N1	523
0	100	ENSMUSG00000037034_LINE6997_Pax1_I_N1	524
0	100	ENSMUSG00000037034_LINE6998_Pax1_I_N1	525
0	100	ENSMUSG00000037034_LINE7004_Pax1_I_N1	526
0	100	ENSMUSG00000023411_LINE7035_Nfatc4_I_N10	527
0	100	ENSMUSG00000023411_LINE7047_Nfatc4_I_N1	528
0	100	ENSMUSG00000023411_LINE7048_Nfatc4_I_N1	529
0	100	ENSMUSG00000023411_LINE7049_Nfatc4_I_N1	530
0	100	ENSMUSG00000024515_LINE7356_Smad4_I_N1	531
0	100	ENSMUSG00000024515_LINE7357_Smad4_I_N1	532
0	100	ENSMUSG00000024563_LINE7363_Smad2_I_N1	533
0	100	ENSMUSG00000024563_LINE7364_Smad2_I_N1	534
0	100	ENSMUSG00000027868_LINE7567_Tbx15_I_N1	535
0	100	ENSMUSG00000027868_LINE7568_Tbx15_I_N1	536
0	100	ENSMUSG00000031241_LINE7574_Tbx22_I_N1	537
0	100	ENSMUSG00000031241_LINE7575_Tbx22_I_N1	538
0	100	ENSMUSG00000032419_LINE7580_Tbx18_I_N1	539
0	100	ENSMUSG00000032419_LINE7581_Tbx18_I_N1	540
0	100	ENSMUSG00000002249_LINE7609_Tead3_I_N1	541
0	100	ENSMUSG00000002249_LINE7610_Tead3_I_N1	542
0	100	ENSMUSG00000030353_LINE7613_Tead4_I_N1	543
0	100	ENSMUSG00000029832_LINE1491_Nfe2l3_I_N2	544
0	100	ENSMUSG00000016458_LINE2218_Wt1_I	545
0	100	ENSMUSG00000035397_LINE2773_Klf16_I_N3	546
0	100	ENSMUSG00000051176_LINE3218_Zfp42_I_N1	547
0	100	Q8K439_MOUSE_LINE3878_Zfp263_I_N1	548
0	100	ENSMUSG00000047143_LINE4019_Dmrta2_I_N3	549
0	100	ENSMUSG00000001517_LINE5830_Foxm1_I_N1	550
0	100	ENSMUSG00000001517_LINE5838_Foxm1_I_N1	551
0	100	ENSMUSG00000026497_LINE12141_Mixl1_I	552
0	100	ENSMUSG00000027796_LINE17908_Smad9_I_N1	553
0.387596899224806	99.6124031007752	ENSMUSG00000000440_LINE1566_Pparg_I	554
0.601051840721262	99.3989481592787	ENSMUSG00000046160_LINE142_Olig1_I	555
0.641539695268645	99.3584603047314	ENSMUSG00000022346_LINE75_Myc_D	556
0.692640692640693	99.3073593073593	ENSMUSG00000027985_LINE1723_Lef1_D	557
0.803571428571429	99.1964285714286	ENSMUSG00000074637_LINE1770_Sox2_D_N2	558
0.821018062397373	99.1789819376026	ENSMUSG00000043342_LINE1354_Hoxd9_D_N1	559
0.823421774931381	99.1765782250686	ENSMUSG00000027490_LINE993_E2f1_I	560
0.862068965517242	99.1379310344828	ENSMUSG00000046711_LINE79_Hmga1_I_N1	561
0.862068965517242	99.1379310344828	ENSMUSG00000078249_LINE91_Hmga1rs1_I_N1	562
0.888450148075025	99.111549851925	ENSMUSG00000025959_LINE374_Klf7_D	563
0.938086303939962	99.06191369606	ENSMUSG00000024518_LINE1214_Rax_D	564
1.02516309412861	98.9748369058714	ENSMUSG00000072294_LINE812_Klf12_D_N1	565
1.05348460291734	98.9465153970827	ENSMUSG00000023391_LINE1210_Dlx2_D_N2	566
1.07941403238242	98.9205859676176	ENSMUSG00000028717_LINE229_Tal1_I_N3	567
1.07941403238242	98.9205859676176	ENSMUSG00000034041_LINE266_Lyl1_I_N3	568
1.16569525395504	98.834304746045	ENSMUSG00000048481_LINE1557_Mypop_D	569
1.19047619047619	98.8095238095238	NP_0328751_LINE1488_Pit1_D_N4	570
1.33185349611543	98.6681465038846	ENSMUSG00000001566_LINE1150_Mnx1_D	571
1.33744855967078	98.6625514403292	ENSMUSG00000015846_LINE1583_Rxra_D_N1	572
1.57756354075372	98.4224364592463	ENSMUSG00000033726_LINE1284_Emx1_I	573
1.73116089613035	98.2688391038697	ENSMUSG00000002393_LINE1575_Nr2f6_D_N1	574
1.84563758389262	98.1543624161074	ENSMUSG00000050295_LINE1087_Foxc1_D_N1	575
1.85758513931889	98.1424148606811	ENSMUSG00000041483_LINE491_Zfp281_D_N1	576
1.95694716242661	98.0430528375734	ENSMUSG00000029595_LINE1256_Lhx5_D	577
2.01409869083585	97.9859013091641	ENSMUSG00000035946_LINE1299_Gsx2_D	578
2.22222222222222	97.7777777777778	ENSMUSG00000031737_LINE1276_Irx5_D	579
2.25782957028405	97.742170429716	ENSMUSG00000035799_LINE299_Twist1_I_N1	580
2.31862378459237	97.6813762154076	ENSMUSG00000034762_LINE442_Glis1_I	581
2.32558139534884	97.6744186046512	ENSMUSG00000006270_LINE1165_Vax1_D	582
2.46445497630332	97.5355450236967	ENSMUSG00000038765_LINE1320_Lmx1b_D	583
2.46445497630332	97.5355450236967	ENSMUSG00000039377_LINE1324_Hlx_D	584
2.46445497630332	97.5355450236967	ENSMUSG00000044542_LINE1359_Prop1_D	585
2.46445497630332	97.5355450236967	ENSMUSG00000041730_LINE5853_Prrxl1_I_N1	586
2.63876251137398	97.361237488626	ENSMUSG00000002249_LINE7611_Tead3_I_N1	587
2.64400377714825	97.3559962228517	ENSMUSG00000034551_LINE1289_Hdx_D	588
2.64840182648402	97.351598173516	ENSMUSG00000040148_LINE1329_Hmx3_D	589
2.64840182648402	97.351598173516	NP_0322833_LINE1458_NP_0322833_I_N3	590
2.71528316524438	97.2847168347556	ENSMUSG00000006311_LINE1007_Etv2_I	591
2.80112044817927	97.1988795518207	ENSMUSG00000026436_LINE1023_Elk4_D	592
2.82030620467365	97.1796937953264	ENSMUSG00000004328_LINE325_Hif3a_I_N1	593
2.83630470016207	97.1636952998379	ENSMUSG00000003282_LINE289_Plag1_I	594
2.86506469500924	97.1349353049908	ENSMUSG00000024619_LINE1215_Cdx1_D	595
2.86506469500924	97.1349353049908	ENSMUSG00000031326_LINE1271_Cdx4_I	596
2.86532951289398	97.134670487106	ENSMUSG00000037868_LINE463_Egr2_D_N2	597
2.8695652173913	97.1304347826087	ENSMUSG00000033237_LINE27_Arid2_I	598
2.87878787878788	97.1212121212121	ENSMUSG00000020160_LINE1184_Meis1_D_N2	599
2.87878787878788	97.1212121212121	ENSMUSG00000041420_LINE1338_Meis3_D_N2	600
2.91828793774319	97.0817120622568	ENSMUSG00000017688_LINE1589_Hnf4g_I	601
3.07262569832402	96.927374301676	BAE290471_LINE1221_Cebpd_I_N1	602
3.16301703163017	96.8369829683698	ENSMUSG00000033713_LINE2798_Foxn3_I_N2	603
3.16301703163017	96.8369829683698	ENSMUSG00000034998_LINE2833_Foxn2_I_N2	604
3.16301703163017	96.8369829683698	ENSMUSG00000050397_LINE4200_Foxl2_I_N10	605
3.16301703163017	96.8369829683698	ENSMUSG00000090020_LINE5215_ENSMUSG00000090020_I_N2	606
3.39855818743563	96.6014418125644	ENSMUSG00000026565_LINE1482_Pou2f1_D_N1	607
3.4446764091858	96.5553235908142	ENSMUSG00000056854_LINE1392_Pou3f4_D	608
3.46232179226069	96.5376782077393	ENSMUSG00000028736_LINE1249_Pax7_D	609
3.50262697022767	96.4973730297723	ENSMUSG00000056216_LINE244_Cebpg_D	610
3.61134995700774	96.3886500429923	ENSMUSG00000026077_LINE84_Npas2_D	611
3.88663967611336	96.1133603238866	ENSMUSG00000026572_LINE1795_Tbx19_I	612
4.00682011935209	95.9931798806479	ENSMUSG00000005373_LINE126_Mlxipl_I_N1	613
4.03755868544601	95.962441314554	ENSMUSG00000029646_LINE1259_Cdx2_D	614
4.12371134020619	95.8762886597938	ENSMUSG00000015522_LINE52_Arnt_D_N2	615
4.17090539165819	95.8290946083418	ENSMUSG00000014767_LINE1805_Tbp_D	616
4.17090539165819	95.8290946083418	ENSMUSG00000061809_LINE1806_Tbpl2_I	617
4.1780199818347	95.8219800181653	ENSMUSG00000035451_LINE1065_Foxa1_I	618
4.2042042042042	95.7957957957958	ENSMUSG00000002108_LINE1571_Nr1h3_I	619
4.2042042042042	95.7957957957958	ENSMUSG00000060601_LINE1635_Nr1h2_I	620
4.2654028436019	95.7345971563981	ENSMUSG00000026805_LINE1228_Barhl1_D_N3	621
4.34782608695652	95.6521739130435	ENSMUSG00000015839_LINE175_Nfe2l2_D	622
4.52224653537564	95.4777534646244	ENSMUSG00000034271_LINE210_Jdp2_D_N1	623
4.59459459459459	95.4054054054054	ENSMUSG00000039656_LINE1628_Rxrb_D_N1	624
4.64344941956882	95.3565505804312	ENSMUSG00000026976_LINE6977_Pax8_I_N1	625
4.64344941956882	95.3565505804312	ENSMUSG00000037034_LINE7005_Pax1_I_N1	626
4.75247524752475	95.2475247524752	ENSMUSG00000021779_LINE6683_Thrb_I_N2	627
4.75247524752475	95.2475247524752	ENSMUSG00000058756_LINE6869_Thra_I_N2	628
4.75266731328807	95.2473326867119	ENSMUSG00000039164_LINE1505_Naif1_I	629
4.88029465930019	95.1197053406998	ENSMUSG00000013089_LINE1017_Etv5_D	630
4.88029465930019	95.1197053406998	ENSMUSG00000044690_LINE1035_ENSMUSG00000044690_I	631
5.01193317422434	94.9880668257757	ENSMUSG00000029706_LINE1262_Pax4_D_N1	632
5.03018108651912	94.9698189134809	NP_0322962_LINE6255_NP_0322962_I_N2	633
5.04132231404959	94.9586776859504	NP_0011820571_LINE9905_Gm5294_I_N1	634
5.04132231404959	94.9586776859504	NP_0320502_LINE10028_Foxl1_I_N1	635
5.04132231404959	94.9586776859504	ENSMUSG00000040891_LINE3459_Foxa3_I_N1	636
5.04132231404959	94.9586776859504	ENSMUSG00000050397_LINE4153_Foxl2_I_N1	637
5.04132231404959	94.9586776859504	ENSMUSG00000051490_LINE4301_Foxd4_I_N1	638
5.10204081632653	94.8979591836735	ENSMUSG00000036192_LINE1623_Rorb_D	639
5.14233241505969	94.8576675849403	ENSMUSG00000047643_LINE1036_Gm5454_D	640
5.21091811414392	94.7890818858561	ENSMUSG00000029705_LINE1260_Cux1_D	641
5.24835988753515	94.7516401124649	ENSMUSG00000042406_LINE226_Atf4_D_N1	642
5.31358885017422	94.6864111498258	BAE290471_LINE1209_Cebpd_I_N23	643
5.31358885017422	94.6864111498258	ENSMUSG00000056501_LINE246_Cebpb_D_N3	644
5.52689756816507	94.4731024318349	ENSMUSG00000003545_LINE172_Fosb_I	645
5.58659217877095	94.413407821229	ENSMUSG00000055197_LINE1037_Fev_I	646
5.66762728146013	94.3323727185399	ENSMUSG00000015579_LINE1179_Nkx25_D_N1	647
5.67595459236326	94.3240454076367	ENSMUSG00000078236_LINE1487_Pou3f1_D_N2	648
5.8933582787652	94.1066417212348	ENSMUSG00000008193_LINE1008_Spib_I	649
5.89430894308943	94.1056910569106	ENSMUSG00000049604_LINE1368_Hoxb13_D	650
5.99369085173501	94.006309148265	ENSMUSG00000046873_LINE1383_Mbtps2_I_N3	651
5.99369085173501	94.006309148265	ENSMUSG00000051176_LINE3236_Zfp42_I_N3	652
6.00393700787402	93.996062992126	ENSMUSG00000022811_LINE962_Zfp148_I_N2	653
6.0634328358209	93.9365671641791	ENSMUSG00000015843_LINE1580_Rxrg_D	654
6.07843137254902	93.921568627451	ENSMUSG00000072294_LINE811_Klf12_D_N1	655
6.11724723874257	93.8827527612574	ENSMUSG00000000247_LINE1140_Lhx2_D	656
6.11724723874257	93.8827527612574	ENSMUSG00000006200_LINE1164_Rhox6_D	657
6.11724723874257	93.8827527612574	ENSMUSG00000019230_LINE1183_Lhx9_D	658
6.11724723874257	93.8827527612574	ENSMUSG00000034968_LINE1292_Lbx2_D	659
6.11724723874257	93.8827527612574	ENSMUSG00000035277_LINE1294_Arx_D_N1	660
6.11724723874257	93.8827527612574	ENSMUSG00000039476_LINE1328_Prrx2_D_N4	661
6.11724723874257	93.8827527612574	ENSMUSG00000068048_LINE1412_Rhox9_I	662
6.11724723874257	93.8827527612574	ENSMUSG00000041730_LINE5890_Prrxl1_I_N48	663
6.16153205661948	93.8384679433805	ENSMUSG00000017491_LINE1587_Rarb_D_N1	664
6.21761658031088	93.7823834196891	ENSMUSG00000022508_LINE341_Bcl6_D_N1	665
6.3449508489723	93.6550491510277	ENSMUSG00000019803_LINE1593_Nr2e1_D_N1	666
6.3508064516129	93.6491935483871	ENSMUSG00000066224_LINE24_Arid3c_I	667
6.43367752184273	93.5663224781573	ENSMUSG00000011349_LINE979_Dmrtc2_D	668
6.51982378854626	93.4801762114537	ENSMUSG00000056493_LINE1097_Foxk1_D_N1	669
6.51982378854626	93.4801762114537	NP_0011820571_LINE9930_Gm5294_I_N3	670
6.5377532228361	93.4622467771639	ENSMUSG00000026380_LINE1132_Tcfcp2l1_D_N1	671
6.5377532228361	93.4622467771639	ENSMUSG00000009741_LINE5314_Ubp1_I_N1	672
6.54008438818565	93.4599156118144	ENSMUSG00000021359_LINE3_Tcfap2a_D_N1	673
6.54981549815498	93.450184501845	ENSMUSG00000017724_LINE1019_Etv4_D	674
6.55737704918033	93.4426229508197	NP_0322962_LINE6265_NP_0322962_I_N2	675
6.56410256410256	93.4358974358974	ENSMUSG00000026976_LINE6948_Pax8_I_N1	676
6.56410256410256	93.4358974358974	ENSMUSG00000037034_LINE6978_Pax1_I_N1	677
6.67244367417678	93.3275563258232	ENSMUSG00000023990_LINE80_Tcfeb_D	678
6.74053554939981	93.2594644506002	ENSMUSG00000004151_LINE1004_Etv1_D	679
6.77837014470678	93.2216298552932	ENSMUSG00000060257_LINE703_Scrt2_I	680
6.8205666316894	93.1794333683106	ENSMUSG00000043342_LINE1353_Hoxd9_D_N1	681
6.94835680751174	93.0516431924883	ENSMUSG00000017950_LINE1591_Hnf4a_D_N1	682
7.04453441295547	92.9554655870445	ENSMUSG00000002996_LINE1704_Hbp1_D	683
7.08446866485014	92.9155313351499	ENSMUSG00000059689_LINE696_Zfp637_D	684
7.20338983050847	92.7966101694915	ENSMUSG00000059436_LINE156_Max_D_N3	685
7.265625	92.734375	Q8K439_MOUSE_LINE3883_Zfp263_I_N2	686
7.26915520628684	92.7308447937131	ENSMUSG00000044518_LINE1081_Foxe3_I	687
7.26915520628684	92.7308447937131	ENSMUSG00000055210_LINE1092_Foxd2_I	688
7.28008088978766	92.7199191102123	ENSMUSG00000029546_LINE1252_Uncx_D_N1	689
7.31452455590387	92.6854754440961	ENSMUSG00000001655_LINE1151_Hoxc13_D	690
7.41758241758242	92.5824175824176	ENSMUSG00000031738_LINE1277_Irx6_D	691
7.64705882352941	92.3529411764706	ENSMUSG00000027109_LINE1031_Sp3_I_N1	692
7.64762826718296	92.352371732817	ENSMUSG00000051490_LINE4226_Foxd4_I_N53	693
7.82422293676313	92.1757770632369	ENSMUSG00000038210_LINE1310_Hoxa11_D_N2	694
7.85060975609756	92.1493902439024	ENSMUSG00000006705_LINE1167_Pknox1_D	695
7.86963434022258	92.1303656597774	ENSMUSG00000025019_LINE1648_Lcor_I	696
8.00696257615318	91.9930374238468	ENSMUSG00000066798_LINE756_Zbtb6_I	697
8.02919708029197	91.970802919708	ENSMUSG00000030087_LINE1139_Klf15_I	698
8.07050092764378	91.9294990723562	ENSMUSG00000079560_LINE1441_Hoxa3_D_N2	699
8.1151832460733	91.8848167539267	ENSMUSG00000024955_LINE1609_Esrra_D_N1	700
8.1532416502947	91.8467583497053	NP_0011820571_LINE9929_Gm5294_I_N42	701
8.1532416502947	91.8467583497053	NP_0320502_LINE10059_Foxl1_I_N50	702
8.1532416502947	91.8467583497053	ENSMUSG00000040891_LINE3490_Foxa3_I_N47	703
8.17460317460317	91.8253968253968	ENSMUSG00000051490_LINE4287_Foxd4_I_N1	704
8.18540433925049	91.8145956607495	ENSMUSG00000034384_LINE1285_Barhl2_D	705
8.21394460362942	91.7860553963706	ENSMUSG00000046873_LINE1386_Mbtps2_I_N1	706
8.21394460362942	91.7860553963706	ENSMUSG00000051176_LINE3239_Zfp42_I_N1	707
8.22784810126582	91.7721518987342	BAE290471_LINE1238_Cebpd_I_N1	708
8.30188679245283	91.6981132075472	ENSMUSG00000038539_LINE592_Atf5_I_N2	709
8.44481605351171	91.5551839464883	ENSMUSG00000022330_LINE339_Osr2_D	710
8.59929078014185	91.4007092198582	ENSMUSG00000026630_LINE554_Batf3_I_N1	711
8.59929078014185	91.4007092198582	ENSMUSG00000034266_LINE574_Batf_I_N1	712
8.62068965517241	91.3793103448276	ENSMUSG00000004328_LINE324_Hif3a_I_N1	713
8.68397493285586	91.3160250671441	ENSMUSG00000048001_LINE146_Hes5_D	714
8.80557977332171	91.1944202266783	ENSMUSG00000029553_LINE98_Tcfec_D_N2	715
8.81801125703565	91.1819887429644	ENSMUSG00000008398_LINE1009_Elk3_D_N2	716
8.94308943089431	91.0569105691057	ENSMUSG00000015846_LINE1582_Rxra_D_N1	717
8.94874022589053	91.0512597741095	ENSMUSG00000035158_LINE115_Mitf_D	718
9.53221535745807	90.4677846425419	ENSMUSG00000034957_LINE212_Cebpa_D	719
9.57627118644068	90.4237288135593	ENSMUSG00000046532_LINE1630_Ar_D_N1	720
9.57627118644068	90.4237288135593	ENSMUSG00000031870_LINE6801_Pgr_I_N1	721
9.88142292490119	90.1185770750988	ENSMUSG00000041649_LINE492_Klf8_D	722
9.97328584149599	90.026714158504	BAE290471_LINE1211_Cebpd_I_N2	723
10.1180438448567	89.8819561551434	ENSMUSG00000037674_LINE1669_Rfx7_D_N2	724
10.3260869565217	89.6739130434783	ENSMUSG00000021779_LINE6682_Thrb_I_N1	725
10.3260869565217	89.6739130434783	ENSMUSG00000058756_LINE6868_Thra_I_N1	726
10.3632478632479	89.6367521367521	ENSMUSG00000022484_LINE1205_Hoxc10_D_N1	727
10.9008327024981	89.0991672975019	ENSMUSG00000074622_LINE263_Mafb_D_N1	728
10.9008327024981	89.0991672975019	ENSMUSG00000047591_LINE642_Mafa_I_N1	729
10.9008327024981	89.0991672975019	ENSMUSG00000055435_LINE667_Maf_I_N1	730
11.0509209100758	88.9490790899242	ENSMUSG00000019564_LINE13_Arid3a_D_N3	731
11.2453531598513	88.7546468401487	ENSMUSG00000021779_LINE6681_Thrb_I_N1	732
11.2453531598513	88.7546468401487	ENSMUSG00000058756_LINE6867_Thra_I_N1	733
11.2959719789842	88.7040280210158	ENSMUSG00000024215_LINE1021_Spdef_D_N2	734
11.3058720420684	88.6941279579316	ENSMUSG00000064137_LINE1407_Rhox8_I	735
11.3384484228474	88.6615515771526	ENSMUSG00000001288_LINE1570_Rarg_D_N1	736
11.3829787234043	88.6170212765957	ENSMUSG00000068327_LINE1414_Tlx2_D	737
11.391223155929	88.608776844071	NP_0011820571_LINE9884_Gm5294_I_N7	738
11.391223155929	88.608776844071	NP_0320502_LINE10009_Foxl1_I_N7	739
11.391223155929	88.608776844071	ENSMUSG00000040891_LINE3440_Foxa3_I_N7	740
11.391223155929	88.608776844071	ENSMUSG00000051490_LINE4278_Foxd4_I_N7	741
11.3947128532361	88.6052871467639	NP_0832781_LINE6279_NP_0832781_I_N2	742
11.3947128532361	88.6052871467639	ENSMUSG00000041309_LINE5796_Nkx62_I_N1	743
11.5520282186949	88.4479717813051	ENSMUSG00000070643_LINE1766_Sox13_D	744
11.6349047141424	88.3650952858576	ENSMUSG00000046873_LINE1387_Mbtps2_I_N16	745
11.6349047141424	88.3650952858576	ENSMUSG00000051176_LINE3240_Zfp42_I_N14	746
11.6700201207243	88.3299798792757	ENSMUSG00000058318_LINE32_Phf21a_D	747
11.701244813278	88.298755186722	ENSMUSG00000037992_LINE1625_Rara_D_N1	748
11.8012422360248	88.1987577639752	ENSMUSG00000000782_LINE1703_Tcf7_D_N1	749
11.9554204660588	88.0445795339412	ENSMUSG00000050368_LINE1374_Hoxd10_D	750
12.0242214532872	87.9757785467128	ENSMUSG00000000134_LINE36_Tcfe3_D	751
12.2775800711744	87.7224199288256	ENSMUSG00000052414_LINE238_Atf7_D	752
12.4663677130045	87.5336322869955	ENSMUSG00000034271_LINE211_Jdp2_D_N1	753
12.7118644067797	87.2881355932203	ENSMUSG00000069171_LINE1637_Nr2f1_D	754
12.7737226277372	87.2262773722628	ENSMUSG00000024922_LINE366_Ovol1_I	755
12.8871128871129	87.1128871128871	ENSMUSG00000030507_LINE1269_Dbx1_D	756
12.8871128871129	87.1128871128871	ENSMUSG00000041309_LINE5799_Nkx62_I_N5	757
12.9370629370629	87.0629370629371	ENSMUSG00000063632_LINE1760_Sox11_D_N1	758
12.9856850715746	87.0143149284254	ENSMUSG00000021264_LINE330_Yy1_I	759
13.0604288499025	86.9395711500975	ENSMUSG00000000078_LINE740_Klf6_I_N15	760
13.0604288499025	86.9395711500975	ENSMUSG00000029178_LINE1101_Klf3_I_N15	761
13.0604288499025	86.9395711500975	ENSMUSG00000055148_LINE1590_Klf2_I_N14	762
13.1255901794145	86.8744098205855	ENSMUSG00000009406_LINE1014_Elk1_D	763
13.170272812794	86.829727187206	ENSMUSG00000068267_LINE946_Cenpb_I	764
13.175355450237	86.824644549763	ENSMUSG00000031734_LINE1275_Irx3_D_N1	765
13.175355450237	86.824644549763	ENSMUSG00000060969_LINE1400_Irx1_I	766
13.2616487455197	86.7383512544803	ENSMUSG00000015846_LINE1581_Rxra_D_N1	767
13.506916192026	86.493083807974	ENSMUSG00000045179_LINE1743_Sox3_D_N1	768
13.6229022704837	86.3770977295163	ENSMUSG00000040310_LINE1331_Alx4_D_N1	769
